College,Course,Category,Predicted_Rank_2025,Allotted_Rank_2020,Allotted_Rank_2021,Allotted_Rank_2022,Allotted_Rank_2023,Allotted_Rank_2024
MALDA MED. COLLEGE,MBBS,GN,12327.385,11488,10810,11341,13703,13703
MALDA MED. COLLEGE,MBBS,OBC,14647.94,,12204,13354,15196,15196
MALDA MED. COLLEGE,MBBS,SC,83998.775,64691,57680,68232,86390,86390
MALDA MED. COLLEGE,MBBS,ST,118888.21,89983,93567,112800,127868,127868
MANAV RACHNA DENTAL COLLEGE FARIDABAD,BDS,EWS,885685.01,,,608069,1056961,1056961
MANAV RACHNA DENTAL COLLEGE FARIDABAD,BDS,GN,1058725.465,783274,719254,877019,1134494,1134494
MANAV RACHNA DENTAL COLLEGE FARIDABAD,BDS,OBC,1128423.195,,774190,988586,1139258,1139258
MANAV RACHNA DENTAL COLLEGE FARIDABAD,BDS,SC,1101752.265,,,876335,1130598,1130598
MANAV RACHNA DENTAL COLLEGE FARIDABAD,BDS,ST,977608.94,,558877,579469,967171,967171
MANDYA INST. OF MEDICAL SCI.,MBBS,EWS,14615.605,,10978,12556,14941,14941
MANDYA INST. OF MEDICAL SCI.,MBBS,GN,8415.765,7104,8223,9002,8042,8042
MANDYA INST. OF MEDICAL SCI.,MBBS,OBC,12527.895,,10308,10973,10677,10677
MANDYA INST. OF MEDICAL SCI.,MBBS,SC,67632.465,62096,65492,71208,64217,64217
MANDYA INST. OF MEDICAL SCI.,MBBS,ST,76414.62,71501,,60973,65406,65406
MEDICAL COLLEGE,MBBS,EWS,8484.56,,2299,3251,4492,4492
MEDICAL COLLEGE,MBBS,GN,19959.74,1988,1147,1646,2251,2251
MEDICAL COLLEGE,MBBS,GN PWD,93243.975,144890,,344098,2424,2424
MEDICAL COLLEGE,MBBS,OBC,44611.105,,2915,2792,4266,4266
MEDICAL COLLEGE,MBBS,OBC PWD,702979.02,,276460,473025,735831,735831
MEDICAL COLLEGE,MBBS,SC,35487.175,16086,11687,18762,25631,25631
MEDICAL COLLEGE,MBBS,SC PWD,1013555.095,,386640,,1092395,1092395
MEDICAL COLLEGE,MBBS,ST,86120.235,34512,61551,62264,65551,65551
MEDICAL COLLEGE,MBBS,ST PWD,911227.45,,,,929926,929926
MG Inst. of Medical Sciences,MBBS,EWS,13918.24,,10570,12051,15539,15539
MG Inst. of Medical Sciences,MBBS,GN,24987.885,8942,7714,8174,9238,9238
MG Inst. of Medical Sciences,MBBS,GN PWD,279475.09,385218,,,528582,528582
MG Inst. of Medical Sciences,MBBS,OBC,48959.375,,11416,12166,12271,12271
MG Inst. of Medical Sciences,MBBS,OBC PWD,759489.77,,433146,634811,828224,828224
MG Inst. of Medical Sciences,MBBS,SC,57872.925,52982,67493,71404,70391,70391
MG Inst. of Medical Sciences,MBBS,ST,110783.87,83092,85901,105084,116133,116133
MGM Medical College,MBBS,EWS,206699.46,,190555,186512,298251,298251
MGM Medical College,MBBS,GN,560290.885,239927,235068,797641,664697,664697
MGM Medical College,MBBS,GN PWD,250432.43,,,,160665,160665
MGM Medical College,MBBS,OBC,549913.555,,194096,784217,624602,624602
MGM Medical College,MBBS,SC,177606.43,,169305,538534,169772,169772
MIDNAPORE MEDICAL COLLEGE,MBBS,EWS,84655.25,,11476,13750,15085,15085
MIDNAPORE MEDICAL COLLEGE,MBBS,EWS PWD,909015.545,,,,901139,901139
MIDNAPORE MEDICAL COLLEGE,MBBS,GN,284839.875,11552,10706,11179,12197,12197
MIDNAPORE MEDICAL COLLEGE,MBBS,OBC,89386.565,,12597,12519,15074,15074
MIDNAPORE MEDICAL COLLEGE,MBBS,OBC PWD,760255.745,,,,781048,781048
MIDNAPORE MEDICAL COLLEGE,MBBS,SC,96176.745,64989,53379,69311,76156,76156
MIDNAPORE MEDICAL COLLEGE,MBBS,ST,159608.93,90207,98820,113858,126409,126409
MM College of Dental Scie. and Res.,BDS,EWS,648893.035,,236417,743103,627392,627392
MM College of Dental Scie. and Res.,BDS,GN,948644.25,659262,679204,837252,1156224,1156224
MM College of Dental Scie. and Res.,BDS,GN PWD,873183.45,,,,841106,841106
MM College of Dental Scie. and Res.,BDS,OBC,1118355.125,,436715,1004698,1178703,1178703
MM College of Dental Scie. and Res.,BDS,SC,1060446.01,,386620,1054031,1048166,1048166
MM Inst. Med. and Research,MBBS,EWS,202571.31,,51686,249751,249709,249709
MM Inst. Med. and Research,MBBS,GN,575063.105,269377,750156,695649,1086848,1086848
MM Inst. Med. and Research,MBBS,OBC,264321.415,,202604,253028,337292,337292
MM Inst. Med. and Research,MBBS,SC,294346.38,,182515,1042451,308121,308121
MM Inst. Med. and Research,MBBS,ST,645891.735,,,180124,1025409,1025409
MOTI LAL NEHRU MEDICAL COLL,MBBS,EWS,15083.56,,5222,6001,5532,5532
MOTI LAL NEHRU MEDICAL COLL,MBBS,GN,35252.725,4751,4535,4450,4648,4648
MOTI LAL NEHRU MEDICAL COLL,MBBS,OBC,44304.41,,5800,5885,5760,5760
MOTI LAL NEHRU MEDICAL COLL,MBBS,OBC PWD,425665.78,,274668,,416208,416208
MOTI LAL NEHRU MEDICAL COLL,MBBS,SC,79832.74,41275,43581,47440,44842,44842
MOTI LAL NEHRU MEDICAL COLL,MBBS,ST,192121.78,56751,66483,77130,81191,81191
MRA MEDICAL COLLEGE AMBEDKAR NAGAR,MBBS,EWS,12454.58,,8297,,10931,10931
MRA MEDICAL COLLEGE AMBEDKAR NAGAR,MBBS,GN,13881.62,8382,7471,8256,9285,9285
MRA MEDICAL COLLEGE AMBEDKAR NAGAR,MBBS,OBC,17217.185,,9456,10005,9955,9955
MRA MEDICAL COLLEGE AMBEDKAR NAGAR,MBBS,SC,76747.915,47666,54026,62046,68742,68742
MRA MEDICAL COLLEGE AMBEDKAR NAGAR,MBBS,SC PWD,962836.35,,,1023614,915516,915516
MYSORE MED.& RESEARCH INST. MYSORE,MBBS,EWS,9028.195,,6627,6842,6388,6388
MYSORE MED.& RESEARCH INST. MYSORE,MBBS,GN,11799.19,3001,2122,2154,3627,3627
MYSORE MED.& RESEARCH INST. MYSORE,MBBS,OBC,10288.64,,4592,5239,5914,5914
MYSORE MED.& RESEARCH INST. MYSORE,MBBS,OBC PWD,385995.45,,,,341263,341263
MYSORE MED.& RESEARCH INST. MYSORE,MBBS,SC,77400.515,29706,42583,36204,45369,45369
MYSORE MED.& RESEARCH INST. MYSORE,MBBS,ST,72312.445,36965,30083,17595,46229,46229
Maharaja Jitendra Narayan Medical College and Hospital Coochbehar,MBBS,EWS,22761.57,,12911,15524,17800,17800
Maharaja Jitendra Narayan Medical College and Hospital Coochbehar,MBBS,GN,116413.99,11547,12043,13188,15973,15973
Maharaja Jitendra Narayan Medical College and Hospital Coochbehar,MBBS,GN PWD,641910.76,394259,,,732741,732741
Maharaja Jitendra Narayan Medical College and Hospital Coochbehar,MBBS,OBC,22342.47,,13216,14233,17049,17049
Maharaja Jitendra Narayan Medical College and Hospital Coochbehar,MBBS,SC,152370.125,63379,68808,75748,90317,90317
Maharaja Jitendra Narayan Medical College and Hospital Coochbehar,MBBS,ST,126991.125,75404,96832,114738,132913,132913
Mahatma Gandhi Medical College,MBBS,EWS,329101.21,,451068,581577,349180,349180
Mahatma Gandhi Medical College,MBBS,GN,899956.67,,618963,775564,987631,987631
Mahatma Gandhi Medical College,MBBS,OBC,583454.355,,852033,631567,892491,892491
Mahatma Gandhi Medical College,MBBS,SC,714683.88,,507569,628960,853504,853504
Mahatma Gandhi Medical College,MBBS,ST,578161.62,,320508,530248,814421,814421
Mahatma Gandhi Mission Medical College,MBBS,EWS,206273.12,,,,225180,225180
Mahatma Gandhi Mission Medical College,MBBS,GN,558039.715,,,,681959,681959
Mahatma Gandhi Mission Medical College,MBBS,OBC,362403.425,,,,672423,672423
Mahatma Gandhi Mission Medical College,MBBS,SC,251888.255,,,,203190,203190
Mahatma Vidur Autonomous State Medical College,MBBS,EWS,51867.38,,,,16236,16236
Mahatma Vidur Autonomous State Medical College,MBBS,GN,224444.645,,,,13319,13319
Mahatma Vidur Autonomous State Medical College,MBBS,OBC,63801.665,,,,15347,15347
Mahatma Vidur Autonomous State Medical College,MBBS,OBC PWD,620460.59,,,,683386,683386
Mahatma Vidur Autonomous State Medical College,MBBS,SC,208138.055,,,,85773,85773
Mahatma Vidur Autonomous State Medical College,MBBS,ST,186228.17,,,,127265,127265
Manipal College of Dental Sce.,BDS,EWS,374553.36,,469045,379153,366927,366927
Manipal College of Dental Sce.,BDS,GN,406802.175,519268,585879,391641,406153,406153
Manipal College of Dental Sce.,BDS,OBC,398933.85,,565420,367353,381892,381892
Manipal College of Dental Science,BDS,EWS,457868.715,,,775051,439463,439463
Manipal College of Dental Science,BDS,GN,554334.8,780218,762270,843823,610192,610192
Manipal College of Dental Science,BDS,OBC,580542.595,,918231,820954,606583,606583
Manipal College of Dental Science,BDS,SC,531313.37,,693942,815283,525090,525090
Manipal College of Dental Science,BDS,ST,563667.685,,819977,,583860,583860
Manipal Tata Medical College,MBBS,EWS,70499.84,,88428,90492,80816,80816
Manipal Tata Medical College,MBBS,GN,808676.335,,92035,93486,786685,786685
Manipal Tata Medical College,MBBS,OBC,43535.545,,89165,92357,81737,81737
Maulana Azad Institute of Dental Sciences,BDS,EWS,153360.005,20965,20641,25698,38670,38670
Maulana Azad Institute of Dental Sciences,BDS,GN,480869.725,16508,17458,25008,624462,624462
Maulana Azad Institute of Dental Sciences,BDS,GN PWD,868861.54,,440371,,1053700,1053700
Maulana Azad Institute of Dental Sciences,BDS,OBC,264854.025,22148,30342,42164,81090,81090
Maulana Azad Institute of Dental Sciences,BDS,OBC PWD,467848.32,,,,673115,673115
Maulana Azad Institute of Dental Sciences,BDS,SC,182444.7,88637,98189,114123,132978,132978
Maulana Azad Institute of Dental Sciences,BDS,ST,213864.58,177255,201413,213821,205546,205546
Maulana Azad Medical College,MBBS,EWS,8480.52,,846,1089,1072,1072
Maulana Azad Medical College,MBBS,GN,876449.77,1253,329687,566470,1110111,1110111
Maulana Azad Medical College,MBBS,GN PWD,468572.545,346275,214880,368070,396193,396193
Maulana Azad Medical College,MBBS,OBC,39763.31,5611,36432,116254,1319984,1319984
Maulana Azad Medical College,MBBS,OBC PWD,758526.435,667411,502514,737617,872584,872584
Maulana Azad Medical College,MBBS,SC,75152.42,28271,179211,115833,45343,45343
Maulana Azad Medical College,MBBS,ST,205593.82,116137,87338,453662,185831,185831
Medinirai Medical College (previously Known as Palamu Medical College),MBBS,EWS,22994.4,,,15248,16652,16652
Medinirai Medical College (previously Known as Palamu Medical College),MBBS,EWS PWD,1001470.15,,,,1165851,1165851
Medinirai Medical College (previously Known as Palamu Medical College),MBBS,GN,314176.715,,,14118,14641,14641
Medinirai Medical College (previously Known as Palamu Medical College),MBBS,GN PWD,634849.985,,,,674152,674152
Medinirai Medical College (previously Known as Palamu Medical College),MBBS,OBC,65762.87,,,15011,16015,16015
Medinirai Medical College (previously Known as Palamu Medical College),MBBS,SC,93161.235,,,74964,87811,87811
Medinirai Medical College (previously Known as Palamu Medical College),MBBS,SC PWD,942093.17,,,,985806,985806
Medinirai Medical College (previously Known as Palamu Medical College),MBBS,ST,170023.24,,,107129,127375,127375
Meenakshi Ammal Dental College and Host.,BDS,EWS,509224.835,,,495411,418256,418256
Meenakshi Ammal Dental College and Host.,BDS,GN,979257.755,804513,684714,866437,1025878,1025878
Meenakshi Ammal Dental College and Host.,BDS,OBC,1002718.255,,908076,1053125,1007098,1007098
Meenakshi Ammal Dental College and Host.,BDS,SC,956879.93,,,938461,975171,975171
Meenakshi Ammal Dental College and Host.,BDS,ST,915506.155,,695336,,913742,913742
Meenakshi Medical College Hospital and Research Institute,MBBS,EWS,734193.22,,,619273,836634,836634
Meenakshi Medical College Hospital and Research Institute,MBBS,GN,834541.21,,770597,816010,899112,899112
Meenakshi Medical College Hospital and Research Institute,MBBS,OBC,653314.61,,919884,817111,891307,891307
Meenakshi Medical College Hospital and Research Institute,MBBS,SC,809743.77,,906584,795434,872723,872723
Meenakshi Medical College Hospital and Research Institute,MBBS,ST,618139.755,,872650,698930,678053,678053
Mursidabad M C & Hospital,MBBS,EWS,29618.805,,11568,14067,15901,15901
Mursidabad M C & Hospital,MBBS,GN,27886.385,11679,10785,12115,14131,14131
Mursidabad M C & Hospital,MBBS,GN PWD,742157.42,409241,,,551245,551245
Mursidabad M C & Hospital,MBBS,OBC,20502.925,,12230,12903,15877,15877
Mursidabad M C & Hospital,MBBS,SC,81892.39,65313,61838,69505,78903,78903
Mursidabad M C & Hospital,MBBS,ST,147560.89,92356,97912,114092,131705,131705
NAGALAND INSTITUTE OF MEDICAL SCIENCE AND RESEARCH PHIREBAGIE,MBBS,EWS,21921.435,,,,23171,23171
NAGALAND INSTITUTE OF MEDICAL SCIENCE AND RESEARCH PHIREBAGIE,MBBS,GN,22853.265,,,,19603,19603
NAGALAND INSTITUTE OF MEDICAL SCIENCE AND RESEARCH PHIREBAGIE,MBBS,GN PWD,889151.665,,,,968342,968342
NAGALAND INSTITUTE OF MEDICAL SCIENCE AND RESEARCH PHIREBAGIE,MBBS,OBC,19087.78,,,,20281,20281
NAGALAND INSTITUTE OF MEDICAL SCIENCE AND RESEARCH PHIREBAGIE,MBBS,SC,100687.51,,,,104927,104927
NAGALAND INSTITUTE OF MEDICAL SCIENCE AND RESEARCH PHIREBAGIE,MBBS,ST,116102.735,,,,116015,116015
NAIR HOSP DENTAL COLLEGE & HOSP,BDS,EWS,35683.185,,20876,25300,30510,30510
NAIR HOSP DENTAL COLLEGE & HOSP,BDS,GN,30739.66,18160,18483,12580,28068,28068
NAIR HOSP DENTAL COLLEGE & HOSP,BDS,OBC,43513.825,,23197,27421,31795,31795
NAIR HOSP DENTAL COLLEGE & HOSP,BDS,OBC PWD,1313745.72,,,,1386421,1386421
NAIR HOSP DENTAL COLLEGE & HOSP,BDS,SC,128762.98,90239,83644,90544,106947,106947
NAIR HOSP DENTAL COLLEGE & HOSP,BDS,ST,195815.74,,118705,154823,195946,195946
NALANDA MEDICAL COLLEGE,MBBS,EWS,8323.245,,5219,6989,7307,7307
NALANDA MEDICAL COLLEGE,MBBS,GN,6740.55,6113,4996,5629,6015,6015
NALANDA MEDICAL COLLEGE,MBBS,OBC,7929.97,,6040,6428,6889,6889
NALANDA MEDICAL COLLEGE,MBBS,SC,54178.01,43819,45470,44112,50013,50013
NALANDA MEDICAL COLLEGE,MBBS,ST,85467.515,70915,64198,84250,84334,84334
NAMO Medical Education & Research Institute,MBBS,EWS,9427.425,,,,10091,10091
NAMO Medical Education & Research Institute,MBBS,GN,7239.14,,,,8221,8221
NAMO Medical Education & Research Institute,MBBS,GN PWD,721127.94,,,,709756,709756
NAMO Medical Education & Research Institute,MBBS,OBC,10349.195,,,,10944,10944
NAMO Medical Education & Research Institute,MBBS,SC,62458.84,,,,66022,66022
NAMO Medical Education & Research Institute,MBBS,ST,84026.93,,,,86617,86617
NDMC Medical College,MBBS,EWS,4566.7,,1681,1479,2209,2209
NDMC Medical College,MBBS,GN,2365.11,1383,1008,909,1419,1419
NDMC Medical College,MBBS,OBC,6918.8,,1818,1947,2446,2446
NDMC Medical College,MBBS,SC,31774.125,16444,14056,18318,20497,20497
NDMC Medical College,MBBS,ST,39168.65,31526,37005,37471,26209,26209
NEIGRIHMS,MBBS,GN,9162.325,8913,9007,9452,10011,10011
NEIGRIHMS,MBBS,OBC,6721.34,,8852,9532,3931,3931
NETAJI SUBHASH CHANDRA BOSE MC,MBBS,EWS,7831.005,,8261,7924,8080,8080
NETAJI SUBHASH CHANDRA BOSE MC,MBBS,EWS PWD,1047261.675,,,,712821,712821
NETAJI SUBHASH CHANDRA BOSE MC,MBBS,GN,6946.63,6963,5823,6067,6583,6583
NETAJI SUBHASH CHANDRA BOSE MC,MBBS,GN PWD,393379.025,327714,300399,,532215,532215
NETAJI SUBHASH CHANDRA BOSE MC,MBBS,OBC,8503.765,,7803,8347,8809,8809
NETAJI SUBHASH CHANDRA BOSE MC,MBBS,SC,54675.15,44900,51887,53651,57080,57080
NETAJI SUBHASH CHANDRA BOSE MC,MBBS,ST,82143.155,65028,72199,80487,83850,83850
NILRATAN SIRKAR MEDICAL COLLEGE,MBBS,EWS,7256.845,,5527,5762,7078,7078
NILRATAN SIRKAR MEDICAL COLLEGE,MBBS,GN,5683.065,5015,3878,4552,5180,5180
NILRATAN SIRKAR MEDICAL COLLEGE,MBBS,GN PWD,158836.715,223293,187960,542681,43198,43198
NILRATAN SIRKAR MEDICAL COLLEGE,MBBS,OBC,7280.15,,5300,6661,6352,6352
NILRATAN SIRKAR MEDICAL COLLEGE,MBBS,SC,42901.87,34970,30649,35372,39098,39098
NILRATAN SIRKAR MEDICAL COLLEGE,MBBS,ST,84708.44,70982,69501,89025,84535,84535
NORTH BENGAL DENT.COLL,BDS,EWS,35514.92,,24226,29877,38334,38334
NORTH BENGAL DENT.COLL,BDS,GN,30437.465,20327,20682,18048,28196,28196
NORTH BENGAL DENT.COLL,BDS,OBC,33177.66,,25565,28131,34400,34400
NORTH BENGAL DENT.COLL,BDS,SC,116960.865,91800,96290,,119107,119107
NORTH BENGAL MED.COLL,MBBS,EWS,14182.97,,10018,10565,13245,13245
NORTH BENGAL MED.COLL,MBBS,GN,10504.905,9551,7886,8413,10476,10476
NORTH BENGAL MED.COLL,MBBS,OBC,11555.23,,9999,10986,12252,12252
NORTH BENGAL MED.COLL,MBBS,OBC PWD,785386.015,,165408,,860883,860883
NORTH BENGAL MED.COLL,MBBS,SC,78266.045,53960,52399,63137,71511,71511
NORTH BENGAL MED.COLL,MBBS,ST,108239.27,83760,87551,111850,102234,102234
Nagaon Medical college,MBBS,EWS,21018.605,,,,22109,22109
Nagaon Medical college,MBBS,GN,15532.31,,,,19373,19373
Nagaon Medical college,MBBS,OBC,12950.08,,,,20057,20057
Nagaon Medical college,MBBS,SC,96819.25,,,,101088,101088
Nagaon Medical college,MBBS,ST,126746.64,,,,135806,135806
Nalbari Medical College & Hospital Dakhingaon,MBBS,EWS,22151.695,,,,22547,22547
Nalbari Medical College & Hospital Dakhingaon,MBBS,GN,17823.195,,,,19491,19491
Nalbari Medical College & Hospital Dakhingaon,MBBS,GN PWD,755880.835,,,,873477,873477
Nalbari Medical College & Hospital Dakhingaon,MBBS,OBC,15113.98,,,,20039,20039
Nalbari Medical College & Hospital Dakhingaon,MBBS,SC,98464.195,,,,100625,100625
Nalbari Medical College & Hospital Dakhingaon,MBBS,ST,126303.355,,,,132035,132035
Osmania Medical College Koti,MBBS,EWS,13663.975,,5902,6224,6915,6915
Osmania Medical College Koti,MBBS,GN,5674.595,3456,3204,4090,3517,3517
Osmania Medical College Koti,MBBS,OBC,9377.31,,5947,6611,5813,5813
Osmania Medical College Koti,MBBS,OBC PWD,516680.73,,,566321,447654,447654
Osmania Medical College Koti,MBBS,SC,44494.41,33725,46276,45834,33079,33079
Osmania Medical College Koti,MBBS,ST,85651.895,31876,48059,53285,60966,60966
PATNA DENTAL COLLEGE & HOSPITAL,BDS,EWS,34218.765,,,16686,29535,29535
PATNA DENTAL COLLEGE & HOSPITAL,BDS,OBC,31143.75,,19581,20464,29634,29634
PATNA DENTAL COLLEGE & HOSPITAL,BDS,SC,114255.26,81479,99625,,107644,107644
PATNA DENTAL COLLEGE & HOSPITAL,BDS,ST,170761.055,,119713,124916,156454,156454
PATNA MEDICAL COLLEGE,MBBS,EWS,5423.19,,3313,3970,4410,4410
PATNA MEDICAL COLLEGE,MBBS,GN,3809.545,3288,2646,3000,3273,3273
PATNA MEDICAL COLLEGE,MBBS,GN PWD,359103.845,90368,,,367978,367978
PATNA MEDICAL COLLEGE,MBBS,OBC,5428.01,,3471,3925,4575,4575
PATNA MEDICAL COLLEGE,MBBS,SC,35946.27,29526,33216,34183,34211,34211
PATNA MEDICAL COLLEGE,MBBS,SC PWD,602655.665,,416650,,452638,452638
PATNA MEDICAL COLLEGE,MBBS,ST,79344.735,51339,63455,50703,80657,80657
PB. GOVT. DENTAL COLLEGE & HOSP,BDS,EWS,36592.93,,18829,22023,36901,36901
PB. GOVT. DENTAL COLLEGE & HOSP,BDS,GN,32526.95,19847,12573,16856,32599,32599
PB. GOVT. DENTAL COLLEGE & HOSP,BDS,OBC,33457.85,,23358,26533,34053,34053
PB. GOVT. DENTAL COLLEGE & HOSP,BDS,SC,124452.675,70719,53789,80182,131961,131961
PB. GOVT. DENTAL COLLEGE & HOSP,BDS,ST,192939.7,111569,,151853,202503,202503
PT. B.D. SHARMA PGIMS,MBBS,EWS,5464.65,,5850,6571,4716,4716
PT. B.D. SHARMA PGIMS,MBBS,GN,4567.505,2009,3577,4811,3843,3843
PT. B.D. SHARMA PGIMS,MBBS,GN PWD,255169.275,217238,147738,,208600,208600
PT. B.D. SHARMA PGIMS,MBBS,OBC,6357.245,,6239,7250,6126,6126
PT. B.D. SHARMA PGIMS,MBBS,SC,38699.065,25767,41791,48233,36214,36214
PT. B.D. SHARMA PGIMS,MBBS,ST,71254.76,53224,67031,84032,66674,66674
Phulo Jhano Medical College,MBBS,EWS,15699.33,,,,16223,16223
Phulo Jhano Medical College,MBBS,GN,13565.395,,,12800,13707,13707
Phulo Jhano Medical College,MBBS,OBC,14855.04,,,14728,15056,15056
Phulo Jhano Medical College,MBBS,OBC PWD,675064.045,,,,675544,675544
Phulo Jhano Medical College,MBBS,SC,81172.135,,,77078,83435,83435
Phulo Jhano Medical College,MBBS,ST,109002.68,,,,106570,106570
Prafulla Chandra Sen Government Medical College & Hospital,MBBS,EWS,16492.545,,,16591,18048,18048
Prafulla Chandra Sen Government Medical College & Hospital,MBBS,GN,15232.575,,,15642,16642,16642
Prafulla Chandra Sen Government Medical College & Hospital,MBBS,OBC,16437.22,,,16740,17723,17723
Prafulla Chandra Sen Government Medical College & Hospital,MBBS,SC,85277.885,,,79045,92331,92331
Prafulla Chandra Sen Government Medical College & Hospital,MBBS,ST,126486.14,,,115830,134633,134633
Pt. D.D.U MEDICAL COLLEGE,MBBS,EWS,7858.49,,4732,6305,5286,5286
Pt. D.D.U MEDICAL COLLEGE,MBBS,EWS PWD,978282.84,,,,1053619,1053619
Pt. D.D.U MEDICAL COLLEGE,MBBS,GN,7253.435,4573,3377,4521,3922,3922
Pt. D.D.U MEDICAL COLLEGE,MBBS,GN PWD,584656.175,204335,324677,374332,600523,600523
Pt. D.D.U MEDICAL COLLEGE,MBBS,OBC,8081.965,,5445,6893,6634,6634
Pt. D.D.U MEDICAL COLLEGE,MBBS,SC,47505.33,36248,42730,47170,38443,38443
Pt. D.D.U MEDICAL COLLEGE,MBBS,ST,85689.71,66238,65113,70409,80362,80362
Pt. J N M MEDICAL COLLEGE,MBBS,EWS,10523.35,,7851,8746,10834,10834
Pt. J N M MEDICAL COLLEGE,MBBS,GN,7184.075,6689,5681,6178,7414,7414
Pt. J N M MEDICAL COLLEGE,MBBS,GN PWD,584651.625,277441,,,600513,600513
Pt. J N M MEDICAL COLLEGE,MBBS,OBC,9388.485,,7399,8048,9262,9262
Pt. J N M MEDICAL COLLEGE,MBBS,SC,43283.885,43020,52767,44168,40559,40559
Pt. J N M MEDICAL COLLEGE,MBBS,ST,83263.68,67175,71966,47123,83130,83130
Pt. Jawahar Lal Nehru Govt. Med. College,MBBS,EWS,10731.945,,,7611,9760,9760
Pt. Jawahar Lal Nehru Govt. Med. College,MBBS,GN,7218.95,,,7058,7107,7107
Pt. Jawahar Lal Nehru Govt. Med. College,MBBS,GN PWD,494927.59,,,,482841,482841
Pt. Jawahar Lal Nehru Govt. Med. College,MBBS,OBC,10385.935,,,9035,9289,9289
Pt. Jawahar Lal Nehru Govt. Med. College,MBBS,SC,61580.15,,,57015,62173,62173
Pt. Jawahar Lal Nehru Govt. Med. College,MBBS,ST,87817.45,,,83816,73849,73849
Pt. Raghunath Murmu Med. College,MBBS,EWS,15706.65,,12581,15321,17525,17525
Pt. Raghunath Murmu Med. College,MBBS,GN,10455.39,12016,12438,13611,14162,14162
Pt. Raghunath Murmu Med. College,MBBS,OBC,15001.48,,13310,15061,16250,16250
Pt. Raghunath Murmu Med. College,MBBS,OBC PWD,736331.65,,392561,,719437,719437
Pt. Raghunath Murmu Med. College,MBBS,SC,63847.365,63913,59063,67420,65632,65632
Pt. Raghunath Murmu Med. College,MBBS,ST,123601.29,91673,97028,118831,132005,132005
R.G. KAR MEDICAL COLLEGE,MBBS,EWS,10448.29,,5889,7116,9196,9196
R.G. KAR MEDICAL COLLEGE,MBBS,GN,7379.235,5706,4986,5279,7437,7437
R.G. KAR MEDICAL COLLEGE,MBBS,GN PWD,311256.64,316797,187983,405200,333335,333335
R.G. KAR MEDICAL COLLEGE,MBBS,OBC,8219.965,,6138,7549,8061,8061
